CalyptoResourceStats

      total        good         bad |       total         max        good         bad | name
         5x                         |        0.1s        0.1s                         | TOP::CMDs::_ppro_print_prototype_summary
         1x                         |        0.0s        0.0s                         | TOP::CMDs::_ppro_remove_userenable_attr_on_always_enable_flops
         6x                         |        0.0s        0.0s                         | TOP::CMDs::_preserve_nodes
         1x                         |        0.0s        0.0s                         | TOP::CMDs::_process_bit_level_clocks
         1x                         |        0.0s        0.0s                         | TOP::CMDs::_process_resets
         1x                         |        0.0s        0.0s                         | TOP::CMDs::_reduce_comparators
         1x                         |        0.0s        0.0s                         | TOP::CMDs::_remove_transparent_latch
         1x                         |        0.0s        0.0s                         | TOP::CMDs::_rename_operators
         1x                         |        0.0s        0.0s                         | TOP::CMDs::_replace_latches_with_ff
         1x                         |        0.0s        0.0s                         | TOP::CMDs::_report_bitlevel_hiers
        12x                         |        0.3s        0.1s                         | TOP::CMDs::_report_design
         1x                         |        0.0s        0.0s                         | TOP::CMDs::_report_dut_tree
         3x                         |        0.1s        0.0s                         | TOP::CMDs::_report_enable_logic
         1x                         |        0.0s        0.0s                         | TOP::CMDs::_resolve_multi_drivers
         1x                         |        0.0s        0.0s                         | TOP::CMDs::_restruct
         8x                         |        0.0s        0.0s                         | TOP::CMDs::_set_command_access
        94x                         |        0.0s        0.0s                         | TOP::CMDs::_set_message_audience
         1x                         |        0.0s        0.0s                         | TOP::CMDs::_sls_bist_detection
         1x                         |        0.0s        0.0s                         | TOP::CMDs::_sls_cmd_report_tech_cells
       122x                         |        0.0s        0.0s                         | TOP::CMDs::_sls_flow_state
     14047x                         |        0.0s        0.0s                         | TOP::CMDs::_sls_is_core_cg_hier
         3x                         |        0.0s        0.0s                         | TOP::CMDs::_sls_mark_popt_constraint_for_current_hierarchy
         1x                         |        0.0s        0.0s                         | TOP::CMDs::_split_flop
         1x                         |        0.0s        0.0s                         | TOP::CMDs::_syn_bsel_concat
         1x                         |        0.0s        0.0s                         | TOP::CMDs::_synthesize_write_enable
         4x                         |        0.0s        0.0s                         | TOP::CMDs::_ta_get_default_clock
         1x                         |        0.0s        0.0s                         | TOP::CMDs::_tcldict_to_json
         1x                         |        0.0s        0.0s                         | TOP::CMDs::_uniqify
         1x                         |        0.0s        0.0s                         | TOP::CMDs::analyze_cycle_based_redundancies
        30x                         |        0.0s        0.0s                         | TOP::CMDs::append_global
         1x                         |        0.0s        0.0s                         | TOP::CMDs::apply_multicycle_path_constraints
         5x                         |        0.1s        0.0s                         | TOP::CMDs::apply_patch_files
         1x                         |        0.0s        0.0s                         | TOP::CMDs::bls_node
         1x                         |        0.5s        0.5s                         | TOP::CMDs::build_db
       145x                         |        0.0s        0.0s                         | TOP::CMDs::calypto_product
         2x                         |        0.4s        0.4s                         | TOP::CMDs::cdb_read_library
         5x                         |        1.4s        0.3s                         | TOP::CMDs::cdb_write_db
         5x                         |        0.0s        0.0s                         | TOP::CMDs::check_license_availability
         1x                         |        0.0s        0.0s                         | TOP::CMDs::check_upf_sanity
         3x                         |        0.1s        0.0s                         | TOP::CMDs::compute_reports
         1x                         |        0.0s        0.0s                         | TOP::CMDs::config_clock_tree
         5x                         |        0.0s        0.0s                         | TOP::CMDs::config_write_rtl
         1x                         |        0.2s        0.2s                         | TOP::CMDs::cpt::build_cdb_from_verific_netlist
         5x                         |        0.0s        0.0s                         | TOP::CMDs::cpt::compute_checksums
         5x                         |        0.0s        0.0s                         | TOP::CMDs::cpt::foreach2for
        25x                         |        0.0s        0.0s                         | TOP::CMDs::cpt::generate_node_heat_map
        13x                         |        0.0s        0.0s                         | TOP::CMDs::cpt::get_cptroot
        75x                         |        0.0s        0.0s                         | TOP::CMDs::cpt::get_language
         1x                         |        0.0s        0.0s                         | TOP::CMDs::cpt::get_top_cptroot
         2x                         |        0.0s        0.0s                         | TOP::CMDs::cpt::linked
         2x                         |        0.0s        0.0s                         | TOP::CMDs::cpt::linked_and_build
         6x                         |        1.5s        0.4s                         | TOP::CMDs::cpt::mixed_lang_to_cpt
        72x                         |        2.6s        0.4s                         | TOP::CMDs::cpt::read_mixed_lang
         5x                         |        0.0s        0.0s                         | TOP::CMDs::cpt::remove
         5x                         |        0.0s        0.0s                         | TOP::CMDs::cpt::rename_param_modules
         5x                         |        0.0s        0.0s                         | TOP::CMDs::cpt::repeat2for
         5x                         |        0.0s        0.0s                         | TOP::CMDs::cpt::report_hierarchy
         5x                         |        0.1s        0.0s                         | TOP::CMDs::cpt::sanity_check
         1x                         |        0.0s        0.0s                         | TOP::CMDs::cpt::validate_link_design_top
         2x                         |        0.0s        0.0s                         | TOP::CMDs::create_clock
         1x                         |        0.0s        0.0s                         | TOP::CMDs::create_ext_sat_script
        60x                         |        0.0s        0.0s                         | TOP::CMDs::create_power_opt
         1x                         |        0.0s        0.0s                         | TOP::CMDs::debug_clock_gate_log
        15x                         |        0.0s        0.0s                         | TOP::CMDs::disable_msg
         3x                         |        0.1s        0.0s                         | TOP::CMDs::dump_verify_script
         4x                         |        0.0s        0.0s                         | TOP::CMDs::enable_msg
        89x                         |        0.1s        0.0s                         | TOP::CMDs::find
         1x                         |        0.0s        0.0s                         | TOP::CMDs::generate_clock_roots
         4x                         |        0.0s        0.0s                         | TOP::CMDs::get_cgc_edges
         1x                         |        0.0s        0.0s                         | TOP::CMDs::get_clock_gating_info
       143x                         |        0.0s        0.0s                         | TOP::CMDs::get_cpu_usage
         3x                         |        0.0s        0.0s                         | TOP::CMDs::get_current_working_hierarchy
      4081x                         |        0.0s        0.0s                         | TOP::CMDs::get_global
        11x                         |        0.0s        0.0s                         | TOP::CMDs::get_hierarchy
       209x                         |        0.0s        0.0s                         | TOP::CMDs::get_info
        10x                         |        0.0s        0.0s                         | TOP::CMDs::get_mem_gating_info
       218x                         |        0.0s        0.0s                         | TOP::CMDs::get_mem_usage
       113x                         |        0.0s        0.0s                         | TOP::CMDs::get_process_usage
         4x                         |        0.0s        0.0s                         | TOP::CMDs::get_version
         3x                         |       49.0s       26.9s                         | TOP::CMDs::insert_enable_logic
         1x                         |       27.1s       27.1s                         | TOP::CMDs::insert_observability_logic
         2x                         |       22.4s       17.2s                         | TOP::CMDs::insert_stability_logic
         5x                         |        0.0s        0.0s                         | TOP::CMDs::is_adviser_allowed
         1x                         |        0.4s        0.4s                         | TOP::CMDs::link_design
         3x                         |        0.1s        0.1s                         | TOP::CMDs::mark_synchronizer
         1x                         |        0.0s        0.0s                         | TOP::CMDs::move_clk_from_cgic_to_flop
         1x                         |        2.9s        2.9s                         | TOP::CMDs::prototype_design
        72x                         |        2.7s        0.4s                         | TOP::CMDs::read_design
         2x                         |        0.4s        0.4s                         | TOP::CMDs::read_library
         1x                         |        0.9s        0.9s                         | TOP::CMDs::read_saif
        72x                         |        2.7s        0.4s                         | TOP::CMDs::read_verilog
         2x                         |        0.0s        0.0s                         | TOP::CMDs::replace_user_cgic_module
         3x                         |        0.1s        0.0s                         | TOP::CMDs::report_enable_logic
         2x                         |        0.0s        0.0s                         | TOP::CMDs::report_mem_cycle_based_redundancies
         1x                         |        0.0s        0.0s                         | TOP::CMDs::set_attrs_inout_mux
         1x                         |        0.0s        0.0s                         | TOP::CMDs::set_boundary_opt
         1x                         |        0.0s        0.0s                         | TOP::CMDs::set_dont_use_inoutblackbox_port
         1x                         |        0.0s        0.0s                         | TOP::CMDs::set_dont_use_unreadable_signal
       746x                         |        0.0s        0.0s                         | TOP::CMDs::set_global
         1x                         |        0.0s        0.0s                         | TOP::CMDs::set_hierarchy
         1x                         |        0.0s        0.0s                         | TOP::CMDs::set_operating_condition
         1x                         |        0.0s        0.0s                         | TOP::CMDs::set_powerpro_reset
         2x                         |        0.0s        0.0s                         | TOP::CMDs::set_wire_load_mode
         2x                         |        0.0s        0.0s                         | TOP::CMDs::sls_create_clock
         1x                         |        0.0s        0.0s                         | TOP::CMDs::sls_set_attrs_parallel_case_mux
         3x                         |        0.0s        0.0s                         | TOP::CMDs::sls_set_reset_value
        20x                         |        0.0s        0.0s                         | TOP::CMDs::source
         1x                         |        2.5s        2.5s                         | TOP::CMDs::synthesize_design
        21x                         |        0.1s        0.0s                         | TOP::CMDs::tcl_source
        72x                         |        0.0s        0.0s                         | TOP::CMDs::update_read_design
         1x                         |        0.0s        0.0s                         | TOP::CMDs::vdb_report_hierarchy
         5x                         |        1.4s        0.3s                         | TOP::CMDs::write_db
         5x                         |        3.8s        0.8s                         | TOP::CMDs::write_patch_files
         5x                         |        3.9s        0.8s                         | TOP::CMDs::write_rtl
         3x                         |        0.1s        0.0s                         | TOP::CMDs::write_verify_script
      2007x                         |        0.2s        0.0s                         | TOP::OPT_CONST_PROP
      2007x                         |        0.4s        0.0s                         | TOP::OPT_CSE
      2007x                         |        0.1s        0.0s                         | TOP::OPT_DEAD_CODE
         3x                         |        0.1s        0.0s                         | TOP::OPT_UF_CONST_PROP
         3x                         |        0.0s        0.0s                         | TOP::OPT_UF_DEAD_CODE1
         3x                         |        0.0s        0.0s                         | TOP::OPT_UF_RED_BSEL_CONCAT
         3x                         |        0.1s        0.0s                         | TOP::OPT_UF_STR_REDUX
       566x        268x          0x |        9.4s        0.6s        8.0s        0.0s | TOP::SLS_CFF_HS
       122x         64x          0x |        6.6s        0.2s        6.5s        0.0s | TOP::SLS_CFF_HS::BLS
         0x                         |        0.0s                                     | TOP::SLS_CFF_HS::BLS::CBdd
        69x          5x         64x |        1.8s        0.1s        0.1s        1.7s | TOP::SLS_CFF_HS::BLS::CUT_MGR
        64x         64x          0x |        4.1s        0.1s        4.1s        0.0s | TOP::SLS_CFF_HS::BLS::CalyptoSAT
        63x         63x          0x |        4.0s        0.1s        4.0s        0.0s | TOP::SLS_CFF_HS::BLS::CalyptoSAT::ABC
        64x                         |        0.6s        0.0s                         | TOP::SLS_CFF_HS::BLS::CutMgr
         0x                         |        0.0s                                     | TOP::SLS_CFF_HS::BLS::CutMgr::MCH
       283x        232x         51x |        2.3s        0.1s        1.0s        1.2s | TOP::SLS_CFF_HS::MCH
        58x         58x          0x |        6.8s        0.6s        6.8s        0.0s | TOP::SLS_CFF_HS::SOLVE_OUT::BLS
        58x          0x         58x |        0.0s        0.0s        0.0s        0.0s | TOP::SLS_CFF_HS::SOLVE_OUT::WLS
         0x                         |        0.0s                                     | TOP::SLS_CFF_HS::WLS
         2x                         |        0.0s        0.0s                         | TOP::SUBSESSIONS
       910x                         |        0.0s                                     | TOP::SUBSESSIONS::CMDs
         2x                         |        1.2s        0.6s                         | TOP::SUBSESSIONS::TOP
       910x                         |        0.0s                                     | TOP::SUBSESSIONS::TOP::CMDs
         6x                         |        0.0s                                     | TOP::SUBSESSIONS::TOP::CMDs::__cdb_exists
        16x                         |        0.0s                                     | TOP::SUBSESSIONS::TOP::CMDs::__is_powerpro
         2x                         |        0.0s                                     | TOP::SUBSESSIONS::TOP::CMDs::_check_fsdb_reader_writer
         6x                         |        0.0s                                     | TOP::SUBSESSIONS::TOP::CMDs::_get_state
         4x                         |        0.0s                                     | TOP::SUBSESSIONS::TOP::CMDs::_get_user_level
         6x                         |        0.0s                                     | TOP::SUBSESSIONS::TOP::CMDs::_issue_msg
        32x                         |        0.0s                                     | TOP::SUBSESSIONS::TOP::CMDs::_log_env_access
         6x                         |        0.0s                                     | TOP::SUBSESSIONS::TOP::CMDs::_set_command_access
        60x                         |        0.0s                                     | TOP::SUBSESSIONS::TOP::CMDs::append_global
         4x                         |        0.0s                                     | TOP::SUBSESSIONS::TOP::CMDs::calypto_product
         2x                         |        0.0s                                     | TOP::SUBSESSIONS::TOP::CMDs::cpt::get_language
         6x                         |        0.0s                                     | TOP::SUBSESSIONS::TOP::CMDs::cpt::linked
         2x                         |        0.2s        0.1s                         | TOP::SUBSESSIONS::TOP::CMDs::cpt::mixed_lang_to_cpt
         2x                         |        0.8s        0.4s                         | TOP::SUBSESSIONS::TOP::CMDs::cpt::read_mixed_lang
         8x                         |        0.0s                                     | TOP::SUBSESSIONS::TOP::CMDs::disable_msg
        12x                         |        0.0s                                     | TOP::SUBSESSIONS::TOP::CMDs::get_cpu_usage
       226x                         |        0.0s                                     | TOP::SUBSESSIONS::TOP::CMDs::get_global
         8x                         |        0.0s                                     | TOP::SUBSESSIONS::TOP::CMDs::get_mem_usage
         2x                         |        0.8s        0.4s                         | TOP::SUBSESSIONS::TOP::CMDs::read_design
         2x                         |        0.8s        0.4s                         | TOP::SUBSESSIONS::TOP::CMDs::read_verilog
       210x                         |        0.0s                                     | TOP::SUBSESSIONS::TOP::CMDs::set_global
         8x                         |        0.0s                                     | TOP::SUBSESSIONS::TOP::CMDs::set_verbosity
         2x                         |        0.0s                                     | TOP::SUBSESSIONS::TOP::CMDs::set_verification_mode
       138x                         |        0.2s                                     | TOP::SUBSESSIONS::TOP::CMDs::source
       140x                         |        0.2s        0.1s                         | TOP::SUBSESSIONS::TOP::CMDs::tcl_source
         6x                         |        0.0s                                     | TOP::SUBSESSIONS::__cdb_exists
        16x                         |        0.0s                                     | TOP::SUBSESSIONS::__is_powerpro
         2x                         |        0.0s                                     | TOP::SUBSESSIONS::_check_fsdb_reader_writer
         6x                         |        0.0s                                     | TOP::SUBSESSIONS::_get_state
         4x                         |        0.0s                                     | TOP::SUBSESSIONS::_get_user_level
         6x                         |        0.0s                                     | TOP::SUBSESSIONS::_issue_msg
        32x                         |        0.0s                                     | TOP::SUBSESSIONS::_log_env_access
         6x                         |        0.0s                                     | TOP::SUBSESSIONS::_set_command_access
        60x                         |        0.0s                                     | TOP::SUBSESSIONS::append_global
         4x                         |        0.0s                                     | TOP::SUBSESSIONS::calypto_product
         2x                         |        0.0s                                     | TOP::SUBSESSIONS::cpt::get_language
         6x                         |        0.0s                                     | TOP::SUBSESSIONS::cpt::linked
         2x                         |        0.2s        0.1s                         | TOP::SUBSESSIONS::cpt::mixed_lang_to_cpt
         2x                         |        0.8s        0.4s                         | TOP::SUBSESSIONS::cpt::read_mixed_lang
         8x                         |        0.0s                                     | TOP::SUBSESSIONS::disable_msg
        12x                         |        0.0s                                     | TOP::SUBSESSIONS::get_cpu_usage
       226x                         |        0.0s                                     | TOP::SUBSESSIONS::get_global
         8x                         |        0.0s                                     | TOP::SUBSESSIONS::get_mem_usage
         2x                         |        0.8s        0.4s                         | TOP::SUBSESSIONS::read_design
         2x                         |        0.8s        0.4s                         | TOP::SUBSESSIONS::read_verilog
       210x                         |        0.0s                                     | TOP::SUBSESSIONS::set_global
         8x                         |        0.0s                                     | TOP::SUBSESSIONS::set_verbosity
         2x                         |        0.0s                                     | TOP::SUBSESSIONS::set_verification_mode
       138x                         |        0.2s                                     | TOP::SUBSESSIONS::source
       140x                         |        0.2s        0.1s                         | TOP::SUBSESSIONS::tcl_source
